answer,ideal_answer,question,blue score,meteor score,rouge score,SentenceSim score,SimHash score,perplexity score,bleurt score,F1 score,bert score
"Luis von Ahn, David Abraham, Manuel Blum, Michael Crawford, Ben Maurer, Colin McMillen, and Edison Tan","Luis von Ahn, David Abraham, Manuel Blum, Michael Crawford, Ben Maurer, Colin McMillen, and Edison Tan",Who developed Recaptcha?,1.0,0.9999530428249437,1.0,1.0000002,0,16.0,0.8904829621315002,1.0,1.0000000132454767
1911 – 1996ssp;1,1911 – 24 November 1996,What years did Sorley MacLean live?,8.38826642100846e-155,0.37500000000000006,0.28571428571428575,0.8458099,23,5.313292845913056,-0.36864280700683594,0.5,0.5554906555584499
"67,000 square kilometres (25,869sqmi)","67,000 square kilometres",How large is the region of Macedonia?,4.493053873107152e-78,0.5165692007797271,0.8,0.91754925,12,3.223709795470626,-0.5810792446136475,0.8571428571428571,0.6908257007598877
"Germany in 1930 She was the subject of four surgeries: one for orchiectomy, one to transplant an ovary, one for penectomy, and one for vaginoplasty and a uterus transplant However, she died three months after her last operation",Germany,Where was the first sex change operation performed?,1.0474663585118224e-249,0.01288659793814433,0.05128205128205127,0.26477832,34,1.9638492792905418,-0.7898900508880615,0.05555555555555556,0.2136510132388635
founded in 1966 as a member of the American Football League (AFL),founded in 1966,How old is the Cincinnati Bengals?,3.121928896334602e-79,0.22825150732127475,0.4,0.6103978,25,3.722419436408399,-0.8315566182136536,0.4615384615384615,0.505873767392976
"international mobile subscriber identity-catcher, or IMSI-catcher",international mobile subscriber identity-catcher,"What does ""IMSI"" stand for in IMSI-catcher?",0.4723665527410147,0.5923507462686567,0.7692307692307693,0.9161268,11,4.472135954999579,-0.07943122088909149,0.8,0.680914214679173
Angrboa and Loki,Angrboða,Who is Jormungand's mother?,0.0,0.0,0.0,0.44122815,21,2.0,-0.5159520506858826,0.0,0.5150122284889221
"6million people, accounting for about 35% of the population of Rio de Janeiro State",more than 6million people,"What is the population of Rio, Brazil?",4.745161055483739e-156,0.12668918918918917,0.22222222222222224,0.54946196,20,4.920937628966142,-1.136187195777893,0.23529411764705882,0.4033251719342338
"AFL Grand Final, which is held at the Melbourne Cricket Ground each year",the AFL Grand Final,What is the biggest event in the Australian Football League?,7.617624999773456e-79,0.28846153846153844,0.47058823529411764,0.7176047,25,4.749043582624101,-0.9081375598907471,0.4,0.32980709416525705
"1955, and was later part of Rockwell International (1967-1996) and Boeing (1996-2005)",1955,When was Rocketdyne founded?,2.05020181241367e-238,0.032467532467532464,0.13333333333333333,0.4889999,32,2.0,-0.6655606031417847,0.15384615384615385,0.22606423639115833
"French, was introduced during the colonial period",French,What is the official language of the Ivory Coast?,1.661295735445513e-234,0.0684931506849315,0.25,0.5862786,21,2.0,-0.7223379015922546,0.2857142857142857,0.32027367129921913
"5,347,580 people in Northern Virginia","27,75,354",How many people live in Virginia?,0.0,0.0,0.0,0.36944824,31,2.0,-0.8708850145339966,0.0,0.47370694279670716
"11th century in Spain, and educated in al-Andalus, or Islamic Spain, largely the same as modern Andalucia",He was born at an unknown date and place in the 11th century,When was Petrus Alphonsi born?,3.6836867531704823e-155,0.19274611398963734,0.3225806451612903,0.48470813,30,13.638566815773396,-1.1087433099746704,0.2962962962962963,0.48257230829309533
734–752; one of the longest terms of service for a chancellor in Tang history,734–,When did Li Linfu serve as chancellor of the Tang Dynasty?,0.0,0.0,0.125,0.35680044,30,2.0,-0.8976833820343018,0.0,0.3788857569820003
"December 15, 1952 as a primary NBC affiliate","December 15, 1952",When was the KHON-TV station established?,0.2865047968601901,0.46691176470588236,0.5454545454545454,0.6331807,16,3.5909384820520813,-0.9111988544464111,0.6,0.6725819110870361
"Germany, bordering the federal states of Brandenburg, Saxony Anhalt, Thuringia, and Bavaria, as well as the countries of Poland (Lower Silesian and Lubusz Voivodeships) and the Czech Republic (Karlovy Vary, Liberec, and st nad Labem Regions)",Germany,Where was Saxony?,1.9185015570599912e-251,0.01179245283018868,0.05405405405405406,0.57402915,31,2.0,-0.8160712718963623,0.05882352941176471,0.18971169387039385
"28,334,000 including non-citizens","2,83,34,000",How many people live in Malaysia?,0.0,0.0,0.2,0.4380297,23,2.0,-0.7824088335037231,0.5,0.5638693008157942
1788 to 1900 Sydney was the capital of the British colony of New South Wales,1900,When did Sydney become the capital of New South Wales?,1.51490562060539e-237,0.036764705882352935,0.125,0.2344731,38,1.9096832078208332,-0.7090944051742554,0.14285714285714288,0.2541146516799927
"a severe cold which he had contracted on a journey to Leipzig in March 1560, followed by a fever that consumed his strength, weakened by many sufferings",severe cold,How did Philip Melanchthon die?,2.045015998957516e-160,0.07129277566539924,0.13793103448275862,0.54206717,29,2.911236299687523,-0.8383098840713501,0.15384615384615385,0.2083147625128428
1922 A short branch from Lilyfield to Rozelle served another freight terminal,1922,When was the Dulwich Hill Line built?,3.042769277781409e-236,0.04587155963302752,0.15384615384615385,0.29230765,31,1.8877486253633868,-0.7648880481719971,0.16666666666666669,0.43932916124661764
Thomas Edison in 1877 and patented in 1878,Thomas Edison,Who invented the first audio recording device?,7.426578397901884e-156,0.25337837837837834,0.4,0.7334082,25,2.7108060108295344,-0.8511202335357666,0.4,0.5567907020449638
George Tate and Hal Lashlee having discovered Vulcan from Ratliff,George Tate and Hal Lashlee,Who founded Ashton-Tate?,0.36787944117144233,0.5242105263157895,0.6666666666666666,0.54578173,12,5.477225575051659,-0.9019328355789185,0.6666666666666666,0.5687870979309082
"Juno (2007), winning awards such as the Academy Award for Best Original Screenplay, the BAFTA Award for Best Original Screenplay, the Independent Spirit Award for Best First Screenplay, and the Writers Guild of America Award for Best Original Screenplay",Juno,What is the first film written by Diablo Cody?,1.4175915631002076e-250,0.012315270935960592,0.05,0.42644712,28,1.9647680073425282,-0.7574824094772339,0.05555555555555556,0.16556331258681084
US Highway 20 (US20),Interstate 90 (I-90),What is the longest USA highway?,1.1862177682648818e-231,0.1694915254237288,0.0,0.6038107,34,4.0,-0.778572142124176,0.0,0.607026389666966
"Toxorhynchites, also called elephant mosquito or mosquito eater",Toxorhynchites,What is the largest type of mosquito?,6.111565467761957e-235,0.06097560975609756,0.2222222222222222,0.73557293,19,2.0,-0.8880058526992798,0.2222222222222222,0.5307422578334808
Creem critic Lester Bangs is credited with popularizing the term,"in the May 1971 Creem, Saunders wrote, ""Sir Lord Baltimore seems to have down pat most all the best heavy metal tricks in the book"".[99] Creem critic Lester Bangs is credited with popularizing the term via his early 1970s essays on bands such as Led Zeppelin and Black Sabbath",Why is heavy metal called heavy metal?,0.15184580598599295,0.6799319727891158,0.33333333333333337,0.34662482,24,42.656977601510135,-0.4036726951599121,0.33333333333333337,0.7242110719283422
"three years, the army engaged in pursuing unfriendly natives, protecting American settlers crossing the Colorado River and preventing conflict between the native tribes",1850 to 1853,How long did The Yuma War go on for?,0.0,0.0,0.0,0.20617466,28,4.0,-1.3485157489776611,0.0,0.39387441852263044
2012-July-26-26-27,2012,When did the Brooklyn Nets move to Brooklyn?,0.0,0.0,0.33333333333333337,0.6550193,17,2.0,-0.7359862327575684,0.0,0.32318194376097786
"northern portion of Belgium and one of the communities, regions and language areas of Belgium",northern portion of Belgium,Where is Flanders?,0.049787068367863944,0.25337837837837834,0.4210526315789474,0.8510721,21,4.505524250744114,-0.7581489086151123,0.4444444444444445,0.42268834821879864
309 kills She is regarded as one of the top military snipers of all time and the most successful female sniper in history,309,How many people did Lyudmila Mikhailovna Pavlichenko snipe?,5.081942205125697e-241,0.024038461538461536,0.08333333333333333,0.21911363,36,1.9406255054995964,-0.7393887042999268,0.0909090909090909,0.2517741235593955
"Sirius (146), are as follows",the Moon,What is the brightest star in the night sky?,0.0,0.0,0.0,0.19389996,25,3.0000000000000004,-1.3941168785095215,0.0,0.33000313118100166
between 1501 and 1504 by the Italian artist Michelangelo,between 1501 and 1504,When did Michelangelo sculpt the David?,0.2865047968601901,0.46691176470588236,0.6153846153846153,0.49016988,26,4.5279214844272655,-0.7026939392089844,0.6666666666666666,0.6244524988261136
"Ottoman Turkish, but many other languages were in contemporary use in parts of the empire",Ottoman Turkish,What was the lingua franca of the Ottoman Empire?,1.3602252811484492e-157,0.12842465753424656,0.23529411764705882,0.6825937,21,2.919993182335628,-0.7812964916229248,0.25,0.49232419580221176
The ability to view and characterize different neural cells including microglia began in 1880 when Nissl staining was developed by Franz Nissl,1880,How was microglia discovered?,1.3814151149472273e-240,0.02512562814070352,0.08695652173913045,0.08156805,30,1.937968947802525,-0.7125190496444702,0.0909090909090909,0.32291018911476793
"National Broadcasting Company (NBC) is an American English-language commercial terrestrial television network that is a flagship property of NBCUniversal, a subsidiary of Comcast",National Broadcasting Company,What's the meaning of NBC?,5.718012230156907e-81,0.12423816221284577,0.2222222222222222,0.6647426,26,3.8526861739684435,-0.9064031839370728,0.2608695652173913,0.341917444486171
Tsai Ing-wen (born 31 August 1956),Tsai Ing-wen,Who is Taiwan's president?,7.426578397901884e-156,0.25337837837837834,0.6,0.74125767,19,2.6207413942088964,-0.7237792611122131,0.5,0.5737589489329945
"8 December 1991, declaring the Soviet Union would cease to exist and proclaimed the CIS in its place",08-Dec-91,When was the Commonwealth of Independent States formed?,0.0,0.0,0.0,0.24654317,28,2.0,-1.2437880039215088,0.0,0.5050841083652094
"April21,1989(1989-04-21)","April21,1989",When was the first Gameboy released by Nintendo?,9.070367381327683e-233,0.13513513513513511,0.5714285714285715,0.93018496,14,2.0,-0.4759595990180969,0.0,0.665727520530874
Julia Smith,Julia Smith,Who was the first executive producer of EastEnders?,1.491668146240062e-154,0.9375,1.0,1.0000001,0,2.0,0.8907854557037354,1.0,1.0000000596046448
14 February 1758 – 30 March 1831,14 February 1758,When was François Lay born?,3.2194137801761064e-78,0.44612794612794615,0.6666666666666666,0.90226555,11,3.536020860974452,-0.6883933544158936,0.6,0.5685947707721165
measure of a material's ability to undergo significant plastic deformation before rupture,"a measure of a material's ability to undergo significant plastic deformation before rupture, which may be expressed as percent elongation or percent area reduction from a tensile test",What does ductile mean?,0.40190097413863013,0.8789196151833516,0.6190476190476191,0.84008485,17,25.625238962231517,0.14140205085277557,0.6111111111111112,0.6681667789816856
"1999 American teen sex comedy film written by Adam Herz and directed by brothers Paul and Chris Weitz, in their directorial film debut",1999,When did the first American Pie movie come out?,1.869542058487209e-241,0.023041474654377878,0.08333333333333333,0.34377286,32,1.9406255054995964,-0.7854782342910767,0.08333333333333333,0.2727362777178104
"1400 When the theater opened, the auditorium had an operating capacity of 1400",1400,How many people can Beacham Theatre hold?,4.117940420322104e-237,0.03937007874015748,0.14285714285714288,0.43046337,30,1.7977019463910837,-0.6598498821258545,0.18181818181818182,0.40488262687410626
"unanswerable - Jerusalem, on the island of Rhodes, in Malta and St Petersburg","Kingdom of Jerusalem, on the island of  Rhodes, in Malta and St Petersburg",Where are the Knights Templar headquartered?,0.8507331335123524,0.8664694280078895,0.8799999999999999,0.9047829,6,12.466331994829442,0.16568313539028168,0.8695652173913043,0.70348103178872
1928 and 1929 Hugh Harman and Rudolf Ising also assisted Disney during those years,1928,When did Disney introduce Mickey Mouse?,4.117940420322104e-237,0.03937007874015748,0.13333333333333333,0.4210084,33,1.9033903060212392,-0.7795740365982056,0.13333333333333333,0.20583606185391545
19 June 1940 founded,19-Jun-40,When was Águas de São Pedro founded?,0.0,0.0,0.28571428571428575,0.36389005,27,2.0,-0.9086403846740723,0.0,0.672432616353035
"ten teams are contesting the league, with North East Stars the defending champions from the 2017 season",ten,How many teams are in the TT Pro League?,7.542270970394192e-239,0.03067484662576687,0.1111111111111111,0.17070141,31,1.9200933737095864,-0.7728137969970703,0.13333333333333333,0.1295957066314785
"Amy and Dan Cahill (both from Boston,who are kids that took up the quest)",Dan Cahill,Who is the protagonist of The 39 Clues?,5.003989162961595e-158,0.11432926829268292,0.23529411764705882,0.42570603,20,2.831166172306495,-0.90216064453125,0.2666666666666667,0.30378407641853156
"1862: The first one-dollar bill was issued as a Legal Tender Note (United States Note) with a portrait of Salmon P Chase, the Secretary of the Treasury under President Abraham Lincoln",1862,When was the dollar bill introduced?,3.122453207563331e-246,0.01582278481012658,0.06060606060606061,0.32248867,25,2.0,-0.7575610876083374,0.07407407407407407,0.19503397977835424
1896 His desire came to fruition at the Olympics held in Athens in 1896,1896,When were the first Olympic Games?,4.117940420322104e-237,0.03937007874015748,0.13333333333333333,0.576303,25,1.8114473285278132,-0.6886724233627319,0.14285714285714288,0.28853739400704703
"July 1, 1867, establishing the Dominion of Canada","July 1, 1867",When did Ontario get founded?,0.22313016014842982,0.3357712765957447,0.5454545454545454,0.7530174,25,3.7224194364083982,-0.798218846321106,0.6,0.5285729885101318
33 million as of 2016 which includes the roughly 3 million Afghan citizens living as refugees in both Pakistan and Iran,33 million,What is the population of Afghanistan?,1.116540903312628e-158,0.05235602094240838,0.17391304347826084,0.47295365,20,2.8311661723064954,-0.8667640686035156,0.18181818181818182,0.30290850074518294
"1929, the others being Real Madrid and Barcelona",1929,When was Athletic Bilbao established?,6.111565467761957e-235,0.06097560975609756,0.2222222222222222,0.46846956,25,2.0,-0.733660101890564,0.25,0.30412717163562775
"yes - for orientation and navigation,","Magnetoreception (also magnetoception) is a sense which allows an organism to detect a magnetic field to perceive direction, altitude or location",Do birds use magnetoreception?,8.231055179516831e-232,0.05747126436781609,0.0,0.1468649,24,22.0,-1.0464054346084595,0.0,0.48139681986400057
"1597, largely under the inspiration of an elite circle of literate Florentine humanists who gathered as the ""Camerata de' Bardi""",1597,When was the first opera written?,1.869542058487209e-241,0.023041474654377878,0.09523809523809523,0.4166194,25,2.0,-0.8773998022079468,0.1111111111111111,0.35695441403696615
"Luanda, formerly named So Paulo da Assunço de Loanda",Luanda,What is the capital of Angola?,2.2483192889629532e-235,0.054945054945054944,0.18181818181818182,0.6543102,20,2.0,-0.869800329208374,0.19999999999999998,0.4615375463451658
"1820– March 13, 1906) was an American social reformer and women's rights activist who played a pivotal role in the women's suffrage movement","February 15, 1820– March 13, 1906",When did Susan B. Anthony live?,0.04808599385095192,0.19840637450199203,0.25806451612903225,0.47233757,26,6.86065925644589,-1.0643171072006226,0.30769230769230765,0.4268584638834
Hidenori Kusaka and illustrated by Mato for the first nine volumes,Hidenori Kusaka,Who published the Pokemon manga?,1.6570936272787165e-156,0.18564356435643564,0.3076923076923077,0.7191539,22,2.7867926867422943,-0.750928521156311,0.33333333333333337,0.48153772950172424
"14,000,000 square kilometres (5,400,000 square miles)","5,400,000 square miles",How large is Antarctica?,2.306810775188903e-78,0.3925925925925926,0.6666666666666666,0.859046,10,3.6342411856642793,-0.5511431097984314,0.6666666666666666,0.5862417835742235
"315 copies, each signed by Stephen King and Jerry Uelsmann",600,How many copies did Salem's Lot sell?,0.0,0.0,0.0,0.24493444,27,2.0,-1.2288836240768433,0.0,0.17888858857063147
$2197 trillion]],$21.97 trillion,What is the U.S. National Debt?,8.451929273732148e-232,0.20833333333333331,0.4,0.72873574,0,3.0000000000000004,0.22196067869663239,1.0,0.5322295178969702
"November 21, 2004 DS, short for ""Developers' System"" or ""Dual Screen"", introduced distinctive new features to handheld gaming: two LCD screens working in tandem (the bottom one featuring a touchscreen), a built-in microphone, and support for wireless connectivity Both screens are encompassed within a clamshell design similar to the Game Boy Advance SP","November 21, 2004",When was the DS released?,1.8553913626159784e-07,0.05278010033444816,0.10526315789473684,0.18951255,28,3.9353918996989012,-1.0870559215545654,0.11764705882352941,0.26749119561322976
"1996 for Sega Saturn, PlayStation and MS-DOS",1996,When was the first Tomb Raider published?,1.661295735445513e-234,0.0684931506849315,0.2222222222222222,0.44359028,24,1.8114473285278132,-0.8275164365768433,0.25,0.2806474640965462
"donkeys, and zebras, and many other species known only from fossils","donkeys, and zebras",What other species belong to the Equidae?,0.10539922456186433,0.26084710743801653,0.42857142857142855,0.75192094,22,3.6981607966873584,-0.8538155555725098,0.42857142857142855,0.6949260671933492
"20,000Hz, although the range of frequencies individuals hear is greatly influenced by environmental factors","20,000Hz",What is the highest pitch audible to humans?,1.51490562060539e-237,0.036764705882352935,0.23529411764705882,0.68920255,26,2.0,-0.9438307285308838,0.14285714285714288,0.4608031762273688
"Greek: , dialektik; related to dialogue",Greek,What is the origin of dialectics?,1.661295735445513e-234,0.0684931506849315,0.33333333333333337,0.563908,27,2.0,-0.8882143497467041,0.33333333333333337,0.4140265556898984
1957 as an extension of Southern Illinois University Carbondale,1957,When was Southern Illinois University Edwardsville founded?,6.111565467761957e-235,0.06097560975609756,0.19999999999999998,0.32440582,30,1.8517494245745807,-0.7156120538711548,0.2222222222222222,0.4304995685815811
"Maghreb, the Iberian Peninsula, Sicily, Sardinia, Corsica, and Malta",Maghreb,Where were the Moors from?,4.117940420322104e-237,0.03937007874015748,0.19999999999999998,0.49564546,30,2.0,-0.8413049578666687,0.2222222222222222,0.3463966860435903
increase knowledge in fields such as social research and demography,extracting specific data from a particular group of people,What is the purpose of survey research?,0.0,0.0,0.0,0.21791986,38,10.000000000000002,-0.7832969427108765,0.0,0.5002539753913879
"First Nations people, 587,545 Métis",First Nations people,What is the largest indigenous tribe in Canada?,4.493053873107152e-78,0.5165692007797271,0.6,0.67514753,18,3.5652049159320063,-0.9165619611740112,0.7499999999999999,0.46357054114341734
Amy Poehler She is portrayed by Amy Poehler,Amy Poehler,Who plays Leslie Knope in the Parks and Recreation?,7.426578397901884e-156,0.25337837837837834,0.4,0.8537738,6,2.449489742783178,-0.7669074535369873,0.4,0.5540892213582993
"356 known species alive today, some are highly endangered",356 known,How many species of turtle are there?,2.73208551083605e-156,0.20380434782608695,0.3636363636363636,0.48371175,29,2.7415101859217357,-0.8487892150878906,0.3636363636363636,0.1378834329545498
colossal squid (Mesonychoteuthis hamiltoni),colossal squid,What's the largest recorded squid?,2.018753310664318e-155,0.33482142857142855,0.6666666666666666,0.7726566,16,2.449489742783178,-0.7379992008209229,0.6666666666666666,0.41168923676013947
"Western Germany along the Rhine, chiefly its middle section",Western Germany along the Rhine,Where is the Rhineland?,0.36787944117144233,0.5242105263157895,0.7142857142857143,0.85057205,11,5.532986180201919,-0.536310076713562,0.6666666666666666,0.516379851102829
"1967, after which they agreed to break up and go their separate ways",early 1967,When did the The Ronettes break up?,3.797378902621205e-234,0.0390625,0.13333333333333336,0.507462,39,3.000000000000001,-1.0878419876098633,0.13333333333333336,0.3462829291820526
23 provinces (Chinese:; pinyin:shng),23,How provinces are there in China?,2.2483192889629532e-235,0.054945054945054944,0.33333333333333337,0.3497746,24,1.681792830507429,-0.8776050806045532,0.4,0.08629936669868501
Leon–Eline and Hudah – struck Mozambique at tropical cyclone intensity,Leon–Eline,What was the first storm to develop in the 1999–2000 South-West Indian Ocean tropical cyclone season?,2.2483192889629532e-235,0.054945054945054944,0.33333333333333337,0.39091417,29,1.8660659830736148,-1.0153776407241821,0.18181818181818182,0.6010075105088097
"35,000 as at the 2016 Census","35,000",What is the population of Bathurst?,1.2275407386121148e-233,0.0909090909090909,0.4444444444444445,0.71805334,26,1.7817974362806785,-0.7661750316619873,0.33333333333333337,0.339459914714098
"149,200 square miles (386,400 square km)","750 miles (1,200 km) from north to south, with an average width of 200 miles (320 km)",How large is the Caspian Sea?,5.411083286395516e-155,0.398936170212766,0.23076923076923078,0.6595807,32,14.016986185065777,0.07596136629581451,0.18181818181818182,0.5568824685536898
1990 — by Edward J Scott — under the portrayal of Kimberlin Brown,1990,When did Sheila Carter first appear on The Bold and the Beautiful?,1.119372261523858e-236,0.04237288135593221,0.16666666666666669,0.3422988,23,1.896155028678343,-0.7795436978340149,0.15384615384615385,0.30714226762453717
teenagers and adults who have served as Cairo's informal garbage collectors since approximately the 1940s,"""garbage collectors""",What does Zabbaleen refer to?,4.745161055483739e-156,0.12668918918918917,0.2222222222222222,0.5828233,28,3.0000000000000013,-1.115376353263855,0.25,0.45607248299262104
It was introduced in June 1998 It was introduced in June 1998,Jun-98,How long has the Xeon processor been in use for?,0.0,0.0,0.0,0.29508305,30,2.0,-1.106494665145874,0.0,0.4552026043335597
4 years between 1508 and 1512,1508 and 1512,How long did it take Michelangelo to paint the Sistine Chapel?,4.493053873107152e-78,0.5165692007797271,0.6666666666666666,0.68796724,24,3.4641016151377544,-0.5125361680984497,0.6666666666666666,0.7769950330257416
6 kilometres (37mi) wide,3.7mi,How wide is Cerro Blanco?,0.0,0.0,0.0,0.33574483,28,2.0,-1.1679022312164307,0.4,0.3748409790652139
58 earthquake hit the Piedmont region of the Commonwealth of Virginia,5.8,What was the magnitude of the last earthquake to hit the East Coast?,0.0,0.0,0.0,0.070415884,29,2.0,-1.3842902183532715,0.19999999999999998,0.2738437842239033
"August 15, 1948 formally begins with its establishment on August 15, 1948","August 15, 1948",When did South Korea become a republic?,0.0820849986238988,0.3052884615384615,0.4,0.80291384,23,3.464101615137756,-0.808472752571106,0.4,0.526351524250848
Rebecca Mader She is portrayed by Rebecca Mader,Rebecca Mader,Who plays the character Zelena on Once Upon a Time?,7.426578397901884e-156,0.25337837837837834,0.4,0.8640655,8,2.449489742783178,-0.7377848625183105,0.4,0.48264589011669157
Deng Xiaoping came to the helm,Deng Xiaoping,Who took power after Mao Zedong in China?,2.018753310664318e-155,0.33482142857142855,0.5,0.84504795,10,2.6207413942088964,-0.5055942535400391,0.5714285714285715,0.43612204279218403
a diversity of religious beliefs and practices India is a secular state with no state religion,"Hinduism, Buddhism, Jainism and Sikhism",What are India's beliefs?,3.0963867043779474e-232,0.033112582781456956,0.09523809523809523,0.49119207,32,5.932017485501863,-1.017388105392456,0.10526315789473682,0.4582459796220064
"no minimum consumption age for alcohol, however the minimum purchase age is 18",New Zealand has no minimum consumption age for alcohol,How old do you need to be to drink in New Zealand?,0.337019838632122,0.315843621399177,0.5454545454545455,0.72895724,17,9.448467014322462,-0.38886910676956177,0.5714285714285715,0.6129930870873588
"a natural phenomena; on hot summer days, the 'shimmering' atmospheric distortion of air emanating from the ground is personified as 'Te Haka a Tnerore'",celebration of life,What does a hakka symbolize?,3.327417737281354e-235,0.0196078431372549,0.07407407407407407,0.13190651,25,3.9523392076640254,-1.3096758127212524,0.08695652173913045,0.38316614884469247
"five seasons, from January 20, 2008 to September 29, 2013",five,How many seasons does Breaking Bad have?,1.119372261523858e-236,0.04237288135593221,0.18181818181818182,0.26376414,27,1.8660659830736148,-0.7212275266647339,0.18181818181818182,0.16331732674286917
"66 CE, originating in Roman and Jewish religious tensions",66 CE,When did the the Great Revolt start?,2.73208551083605e-156,0.20380434782608695,0.3636363636363636,0.6411036,29,2.8678442352689255,-0.9268276691436768,0.3636363636363636,0.35622806549072267
"December 1, 2014, thus becoming the first openly LGBTQ person to ever serve on the Board","December 1, 2014",When did Sheila James Kuehl join the Los Angeles County Board of Supervisors?,0.0301973834223185,0.19013554216867468,0.3157894736842105,0.31056905,22,3.8587145198412376,-1.0722074508666992,0.35294117647058826,0.42314008192012187
Italian Renaissance courts of 15th and 16th centuries,Italy,Where did ballet begin?,0.0,0.0,0.0,0.3541075,32,2.0,-0.8232744932174683,0.0,0.3102889060974121
"tropical and subtropical oceans, including the Atlantic Ocean and the east Pacific Ocean","Although the notoriously dangerous species of box jellyfish are largely restricted to the tropical Indo-Pacific region, various species of box jellyfish can be found widely in tropical and subtropical oceans, including the Atlantic Ocean and the east Pacific Ocean, with species as far north as California (Carybdea confusa), the Mediterranean Sea (Carybdea marsupialis)[15] and Japan (such as Chironex yamaguchii),[3] and as far south as South Africa (for example, Carybdea branchi)[4] and New Zealand (such as Copula sivickisi)",Where do box jellyfish live?,0.12388597546257189,0.5021482277121375,0.276595744680851,0.410693,25,44.490458150687616,-0.6521053314208984,0.26506024096385544,0.6201360034091132
"Raymond Vahan Damadian (born March 16, 1936)",Raymond Vahan Damadian,Who invented MRI technology?,1.184356142350827e-78,0.31660692951015534,0.6,0.8881422,16,3.536020860974452,-0.647302508354187,0.6,0.4925144544014564
"Thomas Bach was elected President of the IOC on 10 September 2013, as the successor to Jacques Rogge",Thomas Bach,Who currently heads the Olympic Committee?,3.0350728482059643e-158,0.1083815028901734,0.19999999999999998,0.31438875,29,2.867844235268927,-0.9513591527938843,0.2222222222222222,0.31052918909561067
"Charles V, Holy Roman Emperor was the last to be crowned by the Pope in 1530","Charles V,  Holy Roman Emperor",Who was the last leader of the Holy Roman Empire?,0.15987974607969388,0.37648497554157934,0.47619047619047616,0.68188465,16,5.667703349753027,-0.9644532203674316,0.5263157894736842,0.5290395468473434
"1845 in Rugby School, Rugby, Warwickshire, England",around the time of 1845,When was rugby invented?,4.481994719908145e-232,0.052631578947368425,0.16666666666666666,0.5300944,34,5.845741997476765,-1.2378572225570679,0.18181818181818182,0.3645157814025879
"March 1, 1954, the device was the most powerful nuclear device detonated by the United States and its first lithium deuteride fueled thermonuclear weapon","March 1, 1954",When was the Castle Bravo test performed?,0.004086771438464067,0.1326155462184874,0.2222222222222222,0.42142862,29,3.9052463031095725,-1.0654208660125732,0.25,0.4017371508208188
"10,234 state park units in the United States","10,234",How many state parks are there?,1.661295735445513e-234,0.0684931506849315,0.3636363636363636,0.21827316,27,1.8340080864093424,-0.9986255168914795,0.25,0.4036694347858429
"Christianity is the predominant religion in Austria At the 2001 census, 736% of the country's population was Catholic As of 2018, the number of Catholics has dropped to 569% of the population, according to data provided by the Austrian Catholic Church itself There is a much smaller group of Evangelicals, totalling about 47% of the population in 2001, shrunk to 33% in 2018 Since 2001, these two historically dominant religious groups in Austria recorded losses in the number of adherents The Catholic Church reported an absolute drop of 157%, the Evangelical Lutheran and Evangelical Reformed churches of 13% In relative numbers the losses of the smaller Evangelical churches account for 337%, compared to Catholic losses which account for 219%, since their maximum in 1971",Christianity,what's the main religion in Austria?,1.0592204945135561e-292,0.003909304143862392,0.015873015873015872,0.32646695,26,1.9888513955682332,-0.8502585887908936,0.018018018018018018,0.2747347286883617
seven crew members 73 seconds after liftoff,seven,How many died in the Columbia crash?,4.515870009358044e-234,0.078125,0.25,0.43916047,22,1.8114473285278132,-0.9109528064727783,0.25,0.18323662970215082
"nine teams, which are located in nine separate cities throughout Canada, are divided into two divisions: the East Division, with four teams, and the West Division with five teams",nine,How many professional football teams are there in Canada?,8.487707814333063e-246,0.016286644951140065,0.06666666666666667,0.22232968,35,1.906642661893268,-0.7780508995056152,0.07142857142857142,0.17014715141233275
"1887 France progressively carved for itself a huge colony, which would form French Indochina in 1887",1887,What year was Vietnam colonized by the French?,2.05020181241367e-238,0.032467532467532464,0.11764705882352941,0.349877,28,1.8340080864093424,-0.7312908172607422,0.125,0.21127373659435442
"freezing point Spring is variable and autumn usually cold, with possible snowfalls already in November",Winters are relatively dry and very cold with average temperatures at about freezing point,How cold does it get in Vienna?,5.264471767154621e-155,0.23544303797468355,0.3448275862068965,0.65335655,21,14.726551691834095,-0.269728422164917,0.3448275862068965,0.6191621790913975
"10 August 1792, it was the first French government organized as a republic",from 20 September 1792 to 26 October 1795,When was the National Convention established in France?,5.116994679231889e-232,0.03731343283582089,0.09523809523809525,0.4756233,29,9.000000000000004,-0.886622428894043,0.10526315789473685,0.4327283331326076
"The pope is the bishop of Rome He is also, by virtue of that office:",The pope,Who runs the Catholic Church?,8.250183371327712e-158,0.06451612903225806,0.23529411764705882,0.5844905,18,2.842120061628849,-0.9467601776123047,0.14285714285714288,0.3520710924092461
"derived from the Latin Scoti, the term applied to Gaels",derived from the Latin Scoti,Why is it called Scotland?,0.301194211912202,0.4288461538461539,0.6666666666666666,0.78121305,14,5.477225575051659,-0.7491137981414795,0.6666666666666666,0.6045805897031512
eleven books of the main series were ghostwritten,eleven,How many books did Gossip Girl have?,1.661295735445513e-234,0.0684931506849315,0.2222222222222222,0.22303429,27,1.8340080864093424,-0.8551753759384155,0.25,0.20980663266446856
